date,league,home_team,away_team,home_rank,away_rank,home_form,away_form,home_expected_goals,away_expected_goals,home_goals,away_goals,result,prob_home,prob_draw,prob_away
2011-04-29,EPL,AstonVilla,Sheffield,9,6,0.152,0.738,1.203,0.987,1,1,D,0.453,0.114,0.433
2011-04-29,EPL,Brighton,ManUnited,17,5,0.647,0.376,1.666,0.737,3,0,H,0.655,0.048,0.298
2011-05-01,EPL,WestHam,Brighton,10,14,0.363,0.71,1.375,0.947,0,2,A,0.496,0.088,0.416
2011-05-01,EPL,Newcastle,ManUnited,11,17,0.355,0.536,1.131,1.03,0,1,A,0.296,0.048,0.657
2011-05-01,EPL,ManCity,Fulham,14,18,0.358,0.313,1.318,0.823,3,0,H,0.443,0.12,0.437
2011-05-03,EPL,ManUnited,ManCity,14,12,0.556,0.389,1.262,0.965,1,0,H,0.35,0.048,0.603
2011-05-03,EPL,Arsenal,Liverpool,6,7,0.559,0.662,1.472,0.942,2,2,D,0.483,0.096,0.421
2011-05-03,EPL,Liverpool,Luton,8,8,0.656,0.407,1.623,0.781,0,0,D,0.621,0.048,0.331
2011-05-04,EPL,Brentford,Arsenal,3,8,0.058,0.956,1.206,1.037,1,0,H,0.551,0.054,0.395
2011-05-04,EPL,Newcastle,AstonVilla,9,7,0.607,0.648,1.425,0.984,3,1,H,0.422,0.098,0.48
2011-05-04,EPL,Newcastle,Tottenham,9,12,0.924,0.884,1.609,1.082,4,1,H,0.419,0.093,0.487
2011-05-05,EPL,Liverpool,Everton,4,1,0.68,0.417,1.833,0.66,3,1,H,0.791,0.048,0.162
2011-05-06,EPL,Sheffield,Newcastle,12,5,0.724,0.432,1.572,0.849,2,0,H,0.488,0.093,0.419
2011-05-06,EPL,Brighton,Burnley,6,7,0.172,0.803,1.461,0.857,0,1,A,0.696,0.048,0.256
2011-05-07,EPL,Burnley,WestHam,9,13,0.089,0.521,1.049,0.975,1,2,A,0.378,0.048,0.574
2011-05-07,EPL,CrystalPalace,Nottingham,9,14,0.581,0.362,1.484,0.822,1,0,H,0.473,0.102,0.425
2011-05-09,EPL,WestHam,Liverpool,11,15,0.611,0.611,1.575,0.875,0,0,D,0.577,0.048,0.375
2011-05-11,EPL,Brentford,Fulham,9,11,0.882,0.328,2.147,0.502,2,0,H,0.854,0.048,0.099
2011-05-11,EPL,Burnley,ManCity,2,3,0.447,0.23,1.216,0.889,0,2,A,0.349,0.048,0.604
2011-05-11,EPL,Wolves,Brighton,9,17,0.624,0.793,1.456,1.029,1,1,D,0.432,0.112,0.456
2011-05-12,EPL,ManCity,Brighton,10,6,0.17,0.607,1.481,0.765,0,0,D,0.729,0.048,0.224
2011-05-13,EPL,Newcastle,Brighton,15,9,0.489,0.19,1.64,0.619,1,0,H,0.732,0.048,0.22
2011-05-14,EPL,WestHam,Burnley,18,13,0.374,0.667,1.291,0.988,3,1,H,0.425,0.102,0.473
2011-05-15,EPL,Brentford,Liverpool,7,12,0.159,0.802,0.896,1.211,0,1,A,0.194,0.048,0.758
2011-05-16,EPL,Tottenham,Liverpool,2,12,0.409,0.201,1.133,0.916,1,0,H,0.323,0.048,0.629
2011-05-17,EPL,Nottingham,Bournemouth,3,6,0.484,0.447,1.46,0.834,1,1,D,0.549,0.055,0.395
2011-05-18,EPL,Newcastle,Brentford,7,6,0.3,0.46,1.26,0.897,0,1,A,0.429,0.107,0.464
2011-05-18,EPL,Brentford,Nottingham,11,7,0.664,0.445,1.418,0.929,4,0,H,0.395,0.056,0.549
2011-05-20,EPL,WestHam,Chelsea,5,14,0.441,0.651,1.23,1.046,0,2,A,0.363,0.048,0.589
2011-05-21,EPL,Wolves,AstonVilla,9,1,0.667,0.709,1.489,0.991,2,0,H,0.433,0.115,0.452
2011-05-22,EPL,Wolves,Brighton,9,12,0.554,0.574,1.665,0.782,0,0,D,0.702,0.048,0.25
2011-05-22,EPL,Nottingham,ManUnited,7,3,0.727,0.789,1.394,1.106,1,0,H,0.332,0.048,0.62
2011-05-23,EPL,Burnley,Tottenham,11,4,0.675,0.286,1.494,0.821,5,3,H,0.434,0.115,0.451
2011-05-24,EPL,CrystalPalace,Nottingham,15,13,0.623,0.183,1.642,0.666,1,2,A,0.642,0.048,0.31
2011-05-26,EPL,Tottenham,Newcastle,14,2,0.677,0.297,1.521,0.809,3,0,H,0.456,0.112,0.432
2011-05-26,EPL,Tottenham,Newcastle,9,8,0.355,0.468,1.126,1.006,0,1,A,0.309,0.048,0.643
2011-05-26,EPL,ManUnited,CrystalPalace,1,20,0.099,0.281,0.959,0.94,2,0,H,0.288,0.048,0.664
2011-05-26,EPL,Arsenal,ManCity,15,14,0.265,0.163,1.295,0.742,2,3,A,0.493,0.09,0.417
2011-05-27,EPL,Liverpool,Arsenal,6,9,0.358,0.309,1.285,0.843,0,0,D,0.423,0.099,0.478
2011-05-27,EPL,Nottingham,AstonVilla,1,2,0.371,0.811,1.438,0.951,1,0,H,0.577,0.048,0.375
2011-05-27,EPL,CrystalPalace,Bournemouth,12,13,0.938,0.181,1.954,0.587,1,0,H,0.726,0.048,0.227
2011-05-28,EPL,Brighton,Burnley,18,14,0.405,0.421,1.522,0.755,1,0,H,0.602,0.048,0.35
2011-05-30,EPL,Luton,AstonVilla,18,10,0.745,0.859,1.531,1.054,0,0,D,0.431,0.111,0.457
2011-05-30,EPL,Fulham,Brentford,1,6,0.496,0.605,1.511,0.87,0,0,D,0.586,0.048,0.367
2011-06-01,EPL,CrystalPalace,Everton,14,19,0.43,0.832,1.256,1.098,2,2,D,0.386,0.048,0.566
2011-06-03,EPL,Burnley,Brighton,11,11,0.886,0.627,1.736,0.884,1,1,D,0.566,0.048,0.386
2011-06-03,EPL,Fulham,Chelsea,13,16,0.581,0.861,1.477,1.026,2,1,H,0.478,0.099,0.423
2011-06-04,EPL,Everton,Nottingham,12,12,0.782,0.328,1.43,0.92,1,1,D,0.375,0.048,0.578
2011-06-04,EPL,Everton,WestHam,10,6,0.456,0.929,1.502,0.99,1,1,D,0.567,0.048,0.386
2011-06-04,EPL,Bournemouth,Sheffield,11,11,0.149,0.66,1.167,0.978,2,2,D,0.426,0.103,0.471
2011-06-04,EPL,Brentford,WestHam,14,7,0.757,0.11,1.485,0.788,1,2,A,0.397,0.058,0.545
2011-06-05,EPL,Fulham,Sheffield,20,14,0.728,0.725,1.883,0.77,0,0,D,0.731,0.048,0.221
2011-06-06,EPL,Arsenal,Tottenham,13,13,0.784,0.12,1.397,0.858,0,0,D,0.267,0.048,0.685
2011-06-08,EPL,Fulham,AstonVilla,7,6,0.115,0.709,1.354,0.866,0,1,A,0.662,0.048,0.29
2011-06-08,EPL,Burnley,Bournemouth,13,11,0.921,0.229,1.719,0.749,1,1,D,0.534,0.065,0.401
2011-06-08,EPL,Nottingham,Brentford,13,5,0.661,0.012,1.479,0.716,0,2,A,0.43,0.109,0.461
2011-06-10,EPL,Burnley,Brentford,5,4,0.479,0.827,1.484,0.969,0,0,D,0.552,0.054,0.394
2011-06-10,EPL,Luton,Wolves,11,11,0.593,0.169,1.13,0.975,1,0,H,0.2,0.048,0.752
2011-06-11,EPL,Bournemouth,AstonVilla,3,10,0.525,0.827,1.276,1.119,0,0,D,0.353,0.048,0.6
2011-06-13,EPL,CrystalPalace,WestHam,10,6,0.158,0.285,0.959,0.964,2,3,A,0.26,0.048,0.692
2011-06-14,EPL,Nottingham,Fulham,12,4,0.833,0.376,1.371,0.996,1,1,D,0.264,0.048,0.688
2011-06-14,EPL,Arsenal,Fulham,20,3,0.458,0.555,1.121,1.084,1,1,D,0.29,0.048,0.662
2011-06-14,EPL,Brighton,Luton,13,3,0.601,0.334,1.336,0.913,1,2,A,0.397,0.059,0.544
2011-06-14,EPL,Wolves,CrystalPalace,16,13,0.702,0.862,1.583,1.005,1,1,D,0.512,0.078,0.41
2011-06-18,EPL,Everton,Liverpool,14,11,0.685,0.37,1.188,1.053,1,1,D,0.209,0.048,0.744
2011-06-18,EPL,Arsenal,Nottingham,4,10,0.906,0.111,1.543,0.808,1,2,A,0.377,0.048,0.576
2011-06-18,EPL,ManCity,Brighton,15,3,0.766,0.495,1.377,1.014,0,1,A,0.321,0.048,0.631
2011-06-19,EPL,Everton,Burnley,1,18,0.59,0.332,1.804,0.61,1,0,H,0.723,0.048,0.229
2011-06-20,EPL,Wolves,Tottenham,11,2,0.282,0.122,1.188,0.801,3,1,H,0.393,0.052,0.555
2011-06-20,EPL,Nottingham,AstonVilla,7,4,0.154,0.703,1.246,0.947,1,2,A,0.512,0.078,0.41
2011-06-21,EPL,Liverpool,Wolves,10,16,0.427,0.591,1.21,1.029,0,1,A,0.372,0.048,0.581
2011-06-21,EPL,AstonVilla,Brighton,13,12,0.667,0.248,1.256,0.955,0,0,D,0.213,0.048,0.739
2011-06-23,EPL,Sheffield,Brighton,5,12,0.257,0.528,1.467,0.776,0,1,A,0.721,0.048,0.231
2011-06-23,EPL,Liverpool,Bournemouth,7,1,0.71,0.388,1.702,0.743,0,0,D,0.608,0.048,0.345
2011-06-23,EPL,Brentford,Sheffield,6,17,0.909,0.81,1.023,1.42,0,3,A,0.048,0.048,0.905
2011-06-23,EPL,Tottenham,AstonVilla,6,3,0.81,0.869,1.586,1.047,0,2,A,0.439,0.123,0.438
2011-06-24,EPL,Wolves,Brentford,8,1,0.365,0.744,1.528,0.864,2,0,H,0.646,0.048,0.306
2011-06-24,EPL,Luton,Bournemouth,13,11,0.662,0.452,1.607,0.811,1,3,A,0.591,0.048,0.361
2011-06-25,EPL,Newcastle,Brighton,14,5,0.809,0.559,1.528,0.96,3,2,H,0.413,0.082,0.505
2011-06-25,EPL,CrystalPalace,Burnley,14,6,0.542,0.627,1.4,0.966,1,1,D,0.429,0.107,0.464
2011-06-25,EPL,ManUnited,Wolves,4,14,0.498,0.211,1.474,0.737,3,0,H,0.566,0.048,0.386
2011-06-26,EPL,Liverpool,Brighton,7,12,0.265,0.074,1.085,0.84,0,1,A,0.353,0.048,0.599
2011-06-26,EPL,Tottenham,Burnley,6,9,0.63,0.416,1.414,0.907,1,1,D,0.405,0.07,0.525
2011-06-26,EPL,Bournemouth,Luton,12,13,0.362,0.299,1.209,0.888,1,3,A,0.404,0.069,0.527
2011-06-26,EPL,Nottingham,Luton,10,7,0.545,0.255,1.51,0.749,2,1,H,0.567,0.048,0.385
2011-06-27,EPL,CrystalPalace,Everton,18,12,0.178,0.155,1.212,0.759,1,1,D,0.446,0.119,0.436
2011-06-27,EPL,Everton,Newcastle,13,5,0.536,0.355,1.47,0.811,1,0,H,0.499,0.086,0.415
2011-06-28,EPL,Wolves,Brentford,15,8,0.48,0.505,1.313,0.95,2,0,H,0.395,0.054,0.551
2011-06-28,EPL,Luton,WestHam,9,13,0.473,0.349,1.337,0.869,2,1,H,0.421,0.095,0.484
2011-06-28,EPL,Brighton,Chelsea,20,10,0.311,0.417,1.05,1.018,2,0,H,0.26,0.048,0.692
2011-06-29,EPL,Fulham,Sheffield,4,14,0.431,0.74,1.476,0.921,3,1,H,0.569,0.048,0.383
2011-06-29,EPL,Liverpool,Newcastle,4,2,0.327,0.435,1.272,0.889,1,1,D,0.428,0.107,0.464
2011-06-29,EPL,Brighton,Liverpool,18,11,0.794,0.085,1.507,0.778,0,2,A,0.408,0.075,0.517
2011-06-30,EPL,Tottenham,Brighton,8,15,0.701,0.498,1.357,1.004,1,4,A,0.321,0.048,0.631
2011-07-01,EPL,ManUnited,Chelsea,11,3,0.275,0.762,1.167,1.067,2,1,H,0.382,0.048,0.57
2011-07-01,EPL,Everton,Luton,11,9,0.169,0.799,1.357,0.921,1,2,A,0.618,0.048,0.334
2011-07-01,EPL,Chelsea,CrystalPalace,17,3,0.215,0.62,1.241,0.94,0,1,A,0.457,0.112,0.431
2011-07-03,EPL,Everton,Wolves,6,13,0.463,0.34,1.36,0.847,4,1,H,0.43,0.109,0.461
2011-07-04,EPL,Brentford,Sheffield,15,5,0.29,0.185,1.306,0.754,2,1,H,0.482,0.097,0.422
2011-07-04,EPL,Wolves,Sheffield,1,13,0.784,0.638,1.463,1.024,0,1,A,0.371,0.048,0.582
2011-07-04,EPL,Nottingham,Sheffield,7,11,0.694,0.598,1.686,0.831,1,0,H,0.661,0.048,0.292
2011-07-05,EPL,Chelsea,ManCity,17,11,0.245,0.473,1.303,0.854,2,2,D,0.522,0.072,0.406
2011-07-05,EPL,ManUnited,Fulham,4,11,0.526,0.635,1.662,0.797,0,0,D,0.678,0.048,0.275
2011-07-05,EPL,AstonVilla,Wolves,13,12,0.679,0.733,1.612,0.927,3,0,H,0.586,0.048,0.366
2011-07-06,EPL,Everton,Chelsea,18,20,0.174,0.401,1.149,0.896,0,1,A,0.42,0.094,0.485
2011-07-06,EPL,WestHam,Fulham,16,20,0.312,0.654,1.599,0.764,3,1,H,0.74,0.048,0.213
2011-07-07,EPL,WestHam,Wolves,6,13,0.9,0.467,1.628,0.894,2,0,H,0.434,0.115,0.451
2011-07-08,EPL,Liverpool,Luton,3,12,0.399,0.838,1.549,0.902,2,1,H,0.664,0.048,0.288
2011-07-09,EPL,AstonVilla,WestHam,2,6,0.111,0.625,1.308,0.86,3,1,H,0.622,0.048,0.33
2011-07-11,EPL,Bournemouth,Brentford,14,16,0.21,0.749,1.072,1.097,1,2,A,0.377,0.048,0.575
2011-07-11,EPL,ManCity,Wolves,17,9,0.2,0.52,1.324,0.842,0,1,A,0.575,0.048,0.377
2011-07-12,EPL,WestHam,Sheffield,13,10,0.284,0.072,1.351,0.678,0,1,A,0.524,0.071,0.405
2011-07-13,EPL,ManCity,Sheffield,11,11,0.499,0.134,1.581,0.638,2,0,H,0.663,0.048,0.289
2011-07-14,EPL,Brighton,Everton,12,3,0.794,0.35,1.413,0.944,2,0,H,0.336,0.048,0.616
2011-07-15,EPL,Nottingham,Tottenham,5,2,0.331,0.257,0.919,1.044,0,2,A,0.163,0.048,0.79
2011-07-15,EPL,AstonVilla,Bournemouth,13,15,0.631,0.627,1.556,0.902,5,1,H,0.533,0.065,0.402
2011-07-16,EPL,Liverpool,Burnley,17,12,0.552,0.411,1.463,0.844,2,1,H,0.48,0.098,0.422
2011-07-18,EPL,Bournemouth,Fulham,1,9,0.722,0.409,1.59,0.827,5,2,H,0.51,0.08,0.411
2011-07-19,EPL,Bournemouth,Chelsea,11,10,0.702,0.452,1.378,0.972,2,1,H,0.358,0.048,0.595
2011-07-19,EPL,Burnley,Liverpool,11,13,0.272,0.868,1.804,0.703,4,3,H,0.869,0.048,0.083
2011-07-23,EPL,Everton,Tottenham,10,12,0.492,0.485,1.343,0.927,4,2,H,0.415,0.086,0.499
2011-07-25,EPL,Tottenham,Chelsea,4,15,0.68,0.339,2.261,0.356,4,0,H,0.905,0.048,0.048
2011-07-25,EPL,WestHam,ManUnited,6,5,0.591,0.509,1.402,0.937,2,3,A,0.416,0.088,0.496
2011-07-26,EPL,Nottingham,Brighton,9,3,0.863,0.117,1.569,0.778,0,1,A,0.415,0.087,0.498
2011-07-27,EPL,Newcastle,Liverpool,13,11,0.34,0.649,1.097,1.092,2,1,H,0.282,0.048,0.67
2011-07-28,EPL,Luton,AstonVilla,7,12,0.256,0.769,1.162,1.066,3,1,H,0.395,0.055,0.549
2011-07-29,EPL,Brighton,Fulham,6,10,0.567,0.218,1.351,0.844,1,0,H,0.4,0.062,0.538
2011-07-29,EPL,Fulham,Burnley,18,6,0.749,0.838,1.381,1.142,0,1,A,0.35,0.048,0.602
2011-07-31,EPL,AstonVilla,Bournemouth,9,12,0.632,0.287,1.268,0.949,0,2,A,0.284,0.048,0.668
2011-07-31,EPL,Brentford,AstonVilla,10,11,0.701,0.599,1.652,0.856,0,0,D,0.62,0.048,0.332
2011-08-01,EPL,AstonVilla,Arsenal,4,6,0.301,0.429,1.201,0.922,0,0,D,0.395,0.055,0.55
2011-08-01,EPL,AstonVilla,Fulham,15,1,0.547,0.695,1.161,1.148,3,1,H,0.217,0.048,0.735
2011-08-02,EPL,WestHam,Bournemouth,10,15,0.664,0.806,1.528,1.004,2,4,A,0.473,0.102,0.425
2011-08-02,EPL,Burnley,Luton,7,10,0.305,0.503,1.295,0.894,2,0,H,0.452,0.114,0.433
2011-08-02,EPL,Liverpool,ManCity,10,13,0.399,0.103,1.425,0.687,2,2,D,0.56,0.049,0.391
2011-08-02,EPL,Bournemouth,Wolves,4,1,0.596,0.666,1.624,0.861,2,0,H,0.63,0.048,0.322
2011-08-03,EPL,AstonVilla,Wolves,11,9,0.485,0.371,1.319,0.894,1,1,D,0.404,0.069,0.527
2011-08-04,EPL,Fulham,Newcastle,10,7,0.093,0.584,1.173,0.923,3,1,H,0.457,0.112,0.431
2011-08-04,EPL,Fulham,Nottingham,3,5,0.786,0.727,1.636,0.95,1,0,H,0.513,0.078,0.41
2011-08-04,EPL,AstonVilla,Brighton,11,6,0.19,0.158,1.265,0.73,2,1,H,0.511,0.079,0.41
2011-08-05,EPL,AstonVilla,Fulham,15,9,0.333,0.431,1.301,0.872,1,0,H,0.44,0.122,0.438
2011-08-06,EPL,Bournemouth,Fulham,13,15,0.334,0.817,1.366,0.985,2,0,H,0.531,0.066,0.402
2011-08-06,EPL,Liverpool,Tottenham,11,11,0.153,0.572,1.362,0.82,3,0,H,0.632,0.048,0.32
2011-08-06,EPL,Luton,ManUnited,18,9,0.449,0.836,1.515,0.942,2,0,H,0.604,0.048,0.348
2011-08-06,EPL,Liverpool,Tottenham,7,13,0.452,0.14,1.354,0.767,0,0,D,0.431,0.111,0.459
2011-08-07,EPL,Burnley,ManUnited,1,11,0.664,0.757,1.617,0.927,2,0,H,0.572,0.048,0.381
2011-08-07,EPL,Chelsea,Sheffield,12,15,0.141,0.584,1.266,0.882,0,2,A,0.536,0.063,0.4
2011-08-08,EPL,Everton,Newcastle,13,17,0.507,0.503,1.282,0.979,4,1,H,0.375,0.048,0.578
2011-08-08,EPL,Wolves,Luton,8,12,0.692,0.432,1.727,0.738,2,0,H,0.705,0.048,0.247
2011-08-09,EPL,ManUnited,Chelsea,17,9,0.344,0.286,1.319,0.807,1,1,D,0.454,0.114,0.432
2011-08-09,EPL,WestHam,Nottingham,8,20,0.233,0.191,1.232,0.782,1,1,D,0.435,0.117,0.448
2011-08-09,EPL,ManCity,Wolves,12,11,0.78,0.833,1.678,0.963,2,0,H,0.583,0.048,0.369
2011-08-11,EPL,Luton,Bournemouth,2,4,0.337,0.398,1.66,0.632,3,0,H,0.797,0.048,0.156
2011-08-11,EPL,Brighton,WestHam,13,9,0.818,0.458,1.702,0.812,3,0,H,0.565,0.048,0.387
2011-08-11,EPL,Sheffield,Brentford,14,16,0.863,0.972,1.483,1.175,0,2,A,0.348,0.048,0.605
2011-08-11,EPL,Sheffield,Fulham,6,19,0.254,0.435,0.707,1.221,0,2,A,0.048,0.048,0.905
2011-08-12,EPL,Bournemouth,Liverpool,5,10,0.37,0.856,1.334,1.035,0,2,A,0.45,0.116,0.434
2011-08-12,EPL,Liverpool,ManUnited,3,7,0.529,0.75,1.569,0.904,1,2,A,0.609,0.048,0.343
2011-08-14,EPL,Arsenal,ManCity,7,8,0.843,0.645,1.758,0.861,4,0,H,0.65,0.048,0.302
2011-08-14,EPL,ManCity,Wolves,8,10,0.335,0.83,1.551,0.873,1,3,A,0.672,0.048,0.28
2011-08-15,EPL,Fulham,WestHam,2,10,0.38,0.244,1.337,0.792,0,1,A,0.449,0.116,0.434
2011-08-16,EPL,Sheffield,Liverpool,8,14,0.523,0.789,1.327,1.071,3,1,H,0.392,0.05,0.558
2011-08-16,EPL,Fulham,Sheffield,4,14,0.265,0.635,1.649,0.706,1,0,H,0.852,0.048,0.101
2011-08-17,EPL,Newcastle,Nottingham,14,3,0.512,0.607,1.547,0.854,2,1,H,0.611,0.048,0.342
2011-08-17,EPL,Brighton,Burnley,13,4,0.576,0.403,1.265,0.976,0,0,D,0.334,0.048,0.618
2011-08-20,EPL,Fulham,Newcastle,15,9,0.248,0.919,1.285,1.044,2,2,D,0.475,0.101,0.424
2011-08-24,EPL,WestHam,Nottingham,13,8,0.174,0.296,1.346,0.729,2,0,H,0.596,0.048,0.357
2011-08-24,EPL,Brentford,CrystalPalace,20,3,0.849,0.578,2.016,0.672,3,2,H,0.829,0.048,0.124
2011-08-26,EPL,Brentford,Sheffield,12,14,0.764,0.211,1.958,0.53,4,1,H,0.773,0.048,0.179
2011-08-27,EPL,Liverpool,Tottenham,6,8,0.656,0.768,1.616,0.929,4,0,H,0.588,0.048,0.364
2011-08-27,EPL,Liverpool,ManUnited,10,18,0.801,0.53,1.503,0.961,0,0,D,0.403,0.068,0.529
2011-08-27,EPL,Burnley,Sheffield,18,14,0.208,0.306,1.309,0.769,0,0,D,0.568,0.048,0.385
2011-08-27,EPL,ManCity,CrystalPalace,7,10,0.644,0.698,1.175,1.177,3,0,H,0.193,0.048,0.76
2011-08-28,EPL,Newcastle,Tottenham,1,9,0.21,0.465,1.503,0.71,2,2,D,0.643,0.048,0.31
2011-08-28,EPL,Tottenham,Nottingham,9,15,0.857,0.77,1.668,0.974,4,1,H,0.516,0.076,0.408
2011-08-28,EPL,Tottenham,Brighton,10,11,0.147,0.286,1.324,0.728,2,1,H,0.599,0.048,0.353
2011-08-28,EPL,WestHam,Nottingham,16,5,0.428,0.22,1.644,0.605,4,0,H,0.709,0.048,0.243
2011-08-29,EPL,CrystalPalace,Burnley,19,10,0.305,0.379,1.402,0.776,1,0,H,0.577,0.048,0.375
2011-08-30,EPL,Sheffield,Bournemouth,9,7,0.68,0.282,1.498,0.819,2,0,H,0.433,0.115,0.452
2011-08-30,EPL,Newcastle,Tottenham,10,16,0.426,0.512,1.35,0.908,2,0,H,0.436,0.119,0.445
2011-08-30,EPL,CrystalPalace,Fulham,7,19,0.652,0.077,1.423,0.774,1,0,H,0.406,0.072,0.522
2011-08-31,EPL,Nottingham,AstonVilla,9,15,0.687,0.266,1.451,0.845,2,0,H,0.411,0.08,0.508
2011-09-01,EPL,Sheffield,WestHam,7,14,0.257,0.486,1.145,0.964,2,0,H,0.363,0.048,0.59
2011-09-04,EPL,WestHam,Newcastle,7,13,0.83,0.449,1.771,0.769,3,0,H,0.607,0.048,0.345
2011-09-04,EPL,Sheffield,CrystalPalace,12,13,0.319,0.357,1.361,0.798,1,1,D,0.528,0.069,0.404
2011-09-04,EPL,Wolves,Fulham,14,13,0.548,0.197,1.541,0.708,1,0,H,0.587,0.048,0.366
2011-09-04,EPL,Fulham,Newcastle,2,15,0.456,0.762,1.264,1.075,2,2,D,0.394,0.054,0.551
2011-09-04,EPL,Liverpool,Arsenal,17,4,0.363,0.693,1.325,0.973,1,1,D,0.448,0.117,0.435
2011-09-05,EPL,Newcastle,ManCity,10,1,0.536,0.225,1.336,0.844,2,0,H,0.399,0.061,0.54
2011-09-05,EPL,Burnley,Sheffield,8,6,0.599,0.706,1.599,0.894,4,1,H,0.592,0.048,0.36
2011-09-06,EPL,Luton,Bournemouth,12,14,0.353,0.284,1.18,0.897,2,0,H,0.368,0.048,0.584
2011-09-06,EPL,ManUnited,Liverpool,13,4,0.765,0.688,1.499,1.013,0,1,A,0.415,0.086,0.5
2011-09-07,EPL,Tottenham,Fulham,16,6,0.469,0.355,1.319,0.881,1,0,H,0.412,0.081,0.507
2011-09-07,EPL,Luton,Sheffield,14,2,0.736,0.699,1.469,1.026,1,0,H,0.407,0.074,0.518
2011-09-07,EPL,Tottenham,Chelsea,7,11,0.585,0.179,1.416,0.794,1,1,D,0.421,0.095,0.485
2011-09-09,EPL,CrystalPalace,ManCity,17,18,0.376,0.877,1.434,0.981,0,2,A,0.558,0.05,0.392
2011-09-10,EPL,ManUnited,Nottingham,12,14,0.225,0.489,1.173,0.935,2,2,D,0.405,0.07,0.525
2011-09-11,EPL,Luton,Brighton,19,11,0.766,0.424,1.546,0.879,1,0,H,0.431,0.111,0.458
2011-09-11,EPL,Fulham,Burnley,11,16,0.755,0.684,1.308,1.129,0,1,A,0.333,0.048,0.62
2011-09-12,EPL,AstonVilla,Tottenham,19,18,0.63,0.683,1.554,0.925,2,1,H,0.534,0.065,0.401
2011-09-12,EPL,Everton,Bournemouth,11,10,0.759,0.336,1.568,0.827,2,0,H,0.455,0.113,0.432
2011-09-13,EPL,CrystalPalace,Wolves,6,10,0.821,0.549,1.835,0.765,2,0,H,0.675,0.048,0.277
2011-09-15,EPL,Bournemouth,Sheffield,12,6,0.553,0.716,1.385,1.016,2,0,H,0.416,0.088,0.495
2011-09-15,EPL,WestHam,Nottingham,7,13,0.507,0.407,1.344,0.901,2,2,D,0.406,0.072,0.522
2011-09-16,EPL,Fulham,Newcastle,6,9,0.707,0.737,1.357,1.101,1,0,H,0.35,0.048,0.602
2011-09-16,EPL,ManUnited,Sheffield,7,11,0.855,0.313,1.825,0.69,1,0,H,0.659,0.048,0.293
2011-09-16,EPL,Brighton,Arsenal,9,1,0.387,0.679,1.381,0.94,1,1,D,0.519,0.074,0.407
2011-09-16,EPL,Wolves,Liverpool,20,10,0.653,0.769,1.493,1.007,2,1,H,0.44,0.122,0.438
2011-09-18,EPL,CrystalPalace,Sheffield,8,11,0.89,0.572,1.724,0.871,0,1,A,0.553,0.053,0.394
2011-09-19,EPL,Sheffield,AstonVilla,15,3,0.565,0.648,1.653,0.823,1,0,H,0.675,0.048,0.278
2011-09-20,EPL,Liverpool,Newcastle,11,8,0.727,0.078,1.421,0.804,3,1,H,0.386,0.048,0.566
2011-09-21,EPL,ManUnited,Newcastle,20,14,0.674,0.753,1.24,1.169,1,1,D,0.213,0.048,0.739
2011-09-21,EPL,Luton,Liverpool,15,8,0.236,0.333,1.289,0.803,2,0,H,0.499,0.086,0.415
2011-09-21,EPL,Tottenham,Burnley,8,8,0.204,0.429,1.207,0.881,2,1,H,0.432,0.112,0.456
2011-09-22,EPL,CrystalPalace,Wolves,16,12,0.584,0.346,1.56,0.768,3,0,H,0.602,0.048,0.35
2011-09-22,EPL,Luton,Everton,14,11,0.441,0.258,1.101,0.971,1,0,H,0.275,0.048,0.678
2011-09-23,EPL,Everton,AstonVilla,7,15,0.228,0.553,1.377,0.832,2,1,H,0.624,0.048,0.328
2011-09-23,EPL,CrystalPalace,ManUnited,4,9,0.347,0.389,1.222,0.91,1,0,H,0.401,0.065,0.533
2011-09-24,EPL,WestHam,ManUnited,15,12,0.658,0.551,1.191,1.114,0,1,A,0.224,0.048,0.728
2011-09-24,EPL,ManUnited,Nottingham,11,8,0.797,0.937,1.689,1.004,0,2,A,0.575,0.048,0.378
2011-09-24,EPL,Wolves,ManUnited,6,7,0.497,0.816,1.29,1.095,0,1,A,0.362,0.048,0.591
2011-09-25,EPL,Sheffield,Bournemouth,14,11,0.131,0.351,1.523,0.621,0,3,A,0.757,0.048,0.195
2011-09-26,EPL,ManCity,Chelsea,13,6,0.478,0.793,1.414,1.0,1,1,D,0.483,0.096,0.421
2011-09-28,EPL,Luton,ManUnited,1,16,0.667,0.557,1.457,0.95,1,0,H,0.421,0.096,0.483
2011-09-28,EPL,Nottingham,Brentford,13,16,0.4,0.701,1.252,1.036,1,2,A,0.401,0.064,0.535
2011-09-28,EPL,Brighton,Sheffield,12,13,0.702,0.905,1.824,0.869,2,1,H,0.737,0.048,0.215
2011-09-29,EPL,CrystalPalace,Brighton,12,15,0.378,0.812,1.464,0.938,0,1,A,0.581,0.048,0.372
2011-10-01,EPL,Everton,Arsenal,9,9,0.769,0.319,1.928,0.595,2,0,H,0.733,0.048,0.22
2011-10-01,EPL,ManUnited,Brentford,3,14,0.118,0.684,1.104,1.016,2,0,H,0.4,0.062,0.538
2011-10-01,EPL,Bournemouth,ManUnited,3,10,0.671,0.831,1.23,1.206,1,0,H,0.255,0.048,0.697
